Repetition,Sample Value,FPS
364,-0.05317346481286939,250
365,-0.5877852522924429,250
366,-1.3398321405059888,250
367,-1.8483842040633742,250
368,-1.8157044290573783,250
369,-1.3726951490599844,250
370,-0.9510565162951574,250
371,-0.8812352668651257,250
372,-1.0894872756751792,250
373,-1.1750440373855864,250
374,-0.7951987934983133,250
375,-3.772778714265071e-14,250
376,0.7951987934982948,250
377,1.175044037385583,250
378,1.0894872756751859,250
379,0.8812352668651291,250
380,0.9510565162951496,250
381,1.3726951490599695,250
382,1.8157044290573698,250
383,1.8483842040633818,250
384,1.3398321405060092,250
385,0.5877852522924638,250
386,0.05317346481287877,250
387,-0.052876986704401135,250
388,0.052876986704401024,250
389,-0.05317346481287816,250
390,-0.5877852522924623,250
391,-1.339832140506008,250
392,-1.848384204063367,250
393,-1.8157044290573703,250
394,-1.3726951490599704,250
395,-0.9510565162951499,250
396,-0.8812352668651289,250
397,-1.0894872756751854,250
398,-1.1750440373855833,250
399,-0.795198793498296,250
400,-1.3716044150450356e-14,250
401,0.795198793498312,250
402,1.175044037385586,250
403,1.0894872756751797,250
404,0.8812352668651258,250
405,0.951056516295157,250
406,1.3726951490599832,250
407,1.8157044290573776,250
408,1.848384204063375,250
409,1.3398321405060303,250
410,0.5877852522924443,250
411,0.05317346481287,250
412,-0.05287698670439933,250
413,0.052876986704402856,250
414,-0.05317346481288687,250
415,-0.5877852522924818,250
416,-1.3398321405060272,250
417,-1.8483842040633593,250
418,-1.8157044290573956,250
419,-1.3726951490599855,250
420,-0.951056516295158,250
421,-0.8812352668651255,250
422,-1.089487275675179,250
423,-1.1750440373855866,250
424,-0.7951987934983146,250
425,-3.9442292661457014e-14,250
426,0.7951987934982576,250
427,1.1750440373855828,250
428,1.0894872756751863,250
429,0.8812352668651294,250
430,0.9510565162951491,250
431,1.3726951490599684,250
432,1.815704429057369,250
433,1.8483842040633822,250
434,1.3398321405060507,250
435,0.5877852522925053,250
436,0.05317346481287938,250
437,-0.052876986704401274,250
438,0.052876986704400886,250
439,-0.053173464812877436,250
440,-0.5877852522924609,250
441,-1.3398321405060067,250
442,-1.8483842040633665,250
443,-1.8157044290573874,250
444,-1.3726951490599715,250
445,-0.9510565162951506,250
446,-0.8812352668651287,250
447,-1.089487275675185,250
448,-1.1750440373855835,250
449,-0.7951987934982971,250
450,-1.543054966925665e-14,250
451,0.7951987934982749,250
452,1.1750440373855793,250
453,1.0894872756751803,250
454,0.8812352668651262,250
455,0.9510565162951564,250
456,1.3726951490599824,250
457,1.815704429057377,250
458,1.8483842040633753,250
459,1.3398321405060316,250
460,0.5877852522924859,250
461,0.053173464812888704,250
462,-0.05287698670439947,250
463,0.05287698670440269,250
464,-0.05317346481288615,250
465,-0.5877852522924802,250
466,-1.3398321405060258,250
467,-1.8483842040633733,250
468,-1.8157044290573796,250
469,-1.3726951490599864,250
470,-0.9510565162951433,250
471,-0.8812352668651319,250
472,-1.089487275675191,250
473,-1.1750440373855802,250
474,-0.7951987934982798,250
475,8.58119332294371e-15,250
476,0.7951987934982923,250
477,1.1750440373855824,250
478,1.0894872756751866,250
479,0.8812352668651229,250
480,0.9510565162951485,250
481,1.3726951490599675,250
482,1.8157044290573683,250
483,1.8483842040633827,250
484,1.339832140506052,250
485,0.5877852522925067,250
486,0.053173464812897975,250
487,-0.05287698670440516,250
488,0.052876986704400775,250
489,-0.05317346481287688,250
490,-0.5877852522924595,250
491,-1.3398321405060052,250
492,-1.8483842040633658,250
493,-1.815704429057388,250
494,-1.3726951490600012,250
495,-0.9510565162951666,250
496,-0.8812352668651284,250
497,-1.0894872756751848,250
498,-1.1750440373855837,250
499,-0.7951987934982985,250
500,-1.7145055188062946e-14,250
501,0.7951987934982738,250
502,1.175044037385579,250
503,1.0894872756751932,250
504,0.881235266865133,250
505,0.9510565162951559,250
506,1.3726951490599812,250
507,1.8157044290573765,250
508,1.8483842040633758,250
509,1.3398321405060327,250
510,0.5877852522924469,250
511,0.05317346481288926,250
512,-0.05287698670439961,250
513,0.052876986704398804,250
514,-0.05317346481288554,250
515,-0.5877852522924387,250
516,-1.3398321405060245,250
517,-1.8483842040633585,250
518,-1.81570442905738,250
519,-1.3726951490599586,250
520,-0.951056516295159,250
521,-0.8812352668651318,250
522,-1.0894872756751781,250
523,-1.1750440373855806,250
524,-0.795198793498317,250
525,6.8666878041374145e-15,250
526,0.7951987934983269,250
527,1.1750440373855822,250
528,1.0894872756751748,250
529,0.8812352668651298,250
530,0.9510565162951632,250
531,1.3726951490599666,250
532,1.8157044290573845,250
533,1.8483842040633833,250
534,1.3398321405060134,250
535,0.5877852522924276,250
536,0.0531734648128806,250
537,-0.052876986704397805,250
538,0.05287698670440061,250
539,-0.053173464812894256,250
540,-0.587785252292458,250
541,-1.339832140506044,250
542,-1.8483842040633653,250
543,-1.8157044290573716,250
544,-1.3726951490599446,250
545,-0.9510565162951516,250
546,-0.8812352668651349,250
547,-1.089487275675184,250
548,-1.1750440373855773,250
549,-0.7951987934982997,250
550,3.0878430796337775e-14,250
551,0.7951987934982725,250
552,1.1750440373855855,250
553,1.0894872756751686,250
554,0.8812352668651267,250
555,0.9510565162951707,250
556,1.3726951490599804,250
557,1.8157044290573927,250
558,1.8483842040633762,250
559,1.339832140505994,250
560,0.5877852522924887,250
561,0.053173464812871885,250
562,-0.05287698670439597,250
563,0.05287698670440244,250
564,-0.053173464812903026,250
565,-0.5877852522924777,250
566,-1.3398321405060631,250
567,-1.8483842040633722,250
568,-1.815704429057364,250
569,-1.3726951490599884,250
570,-0.9510565162951441,250
571,-0.8812352668651381,250
572,-1.0894872756751903,250
573,-1.175044037385574,250
574,-0.7951987934982824,250
575,5.4890173788538135e-14,250
576,0.7951987934982898,250
577,1.1750440373855755,250
578,1.0894872756751877,250
579,0.8812352668651368,250
580,0.9510565162951474,250
581,1.3726951490599368,250
582,1.8157044290573674,250
583,1.848384204063398,250
584,1.339832140506055,250
585,0.5877852522925496,250
586,0.05317346481289931,250
587,-0.052876986704401635,250
588,0.05287698670439675,250
589,-0.05317346481287566,250
590,-0.5877852522924165,250
591,-1.3398321405060025,250
592,-1.8483842040633505,250
593,-1.8157044290573892,250
594,-1.3726951490600323,250
595,-0.9510565162951674,250
596,-0.881235266865128,250
597,-1.089487275675171,250
598,-1.1750440373855842,250
599,-0.7951987934983369,250
600,-2.0574066225675533e-14,250
601,0.7951987934982354,250
602,1.1750440373855786,250
603,1.0894872756752068,250
604,0.8812352668651333,250
605,0.9510565162951549,250
606,1.3726951490599504,250
607,1.8157044290573754,250
608,1.848384204063391,250
609,1.3398321405060356,250
610,0.5877852522925303,250
611,0.05317346481289059,250
612,-0.05287698670440741,250
613,0.05287698670439858,250
614,-0.05317346481288432,250
615,-0.5877852522924358,250
616,-1.3398321405060218,250
617,-1.8483842040633574,250
618,-1.8157044290573812,250
619,-1.3726951490600183,250
620,-0.9510565162951601,250
621,-0.8812352668651311,250
622,-1.089487275675177,250
623,-1.1750440373855808,250
624,-0.7951987934983196,250
625,3.437676766524826e-15,250
626,0.7951987934982527,250
627,1.175044037385582,250
628,1.0894872756752008,250
629,0.8812352668651302,250
630,0.9510565162951622,250
631,1.3726951490599646,250
632,1.8157044290573834,250
633,1.8483842040633842,250
634,1.3398321405060165,250
635,0.5877852522925108,250
636,0.05317346481288193,250
637,-0.05287698670440555,250
638,0.05287698670440036,250
639,-0.053173464812893034,250
640,-0.5877852522924554,250
641,-1.3398321405060412,250
642,-1.8483842040633645,250
643,-1.8157044290573732,250
644,-1.3726951490600043,250
645,-0.9510565162951528,250
646,-0.8812352668651209,250
647,-1.0894872756751832,250
648,-1.1750440373855777,250
649,-0.7951987934983022,250
650,2.7449419758725184e-14,250
651,0.79519879349827,250
652,1.175044037385585,250
653,1.0894872756751945,250
654,0.8812352668651269,250
655,0.9510565162951391,250
656,1.3726951490599784,250
657,1.8157044290573916,250
658,1.8483842040633773,250
659,1.339832140505997,250
660,0.5877852522924916,250
661,0.053173464812873106,250
662,-0.05287698670440372,250
663,0.05287698670440219,250
664,-0.053173464812901805,250
665,-0.5877852522924747,250
666,-1.3398321405060605,250
667,-1.8483842040633713,250
668,-1.815704429057365,250
669,-1.3726951490599903,250
670,-0.9510565162951454,250
671,-0.8812352668651242,250
672,-1.0894872756751894,250
673,-1.1750440373855746,250
674,-0.7951987934982849,250
675,5.1461162750925545e-14,250
676,0.7951987934982874,250
677,1.1750440373855882,250
678,1.0894872756751885,250
679,0.8812352668651238,250
680,0.9510565162951464,250
681,1.3726951490599923,250
682,1.8157044290573996,250
683,1.8483842040633702,250
684,1.3398321405059777,250
685,0.5877852522924719,250
686,0.053173464812864446,250
687,-0.05287698670440191,250
688,0.052876986704403994,250
689,-0.05317346481287433,250
690,-0.5877852522924942,250
691,-1.3398321405060796,250
692,-1.8483842040633784,250
693,-1.815704429057357,250
694,-1.3726951490599766,250
695,-0.9510565162951379,250
696,-0.8812352668651275,250
697,-1.0894872756751954,250
698,-1.1750440373855846,250
699,-0.7951987934982676,250
700,7.547290574312591e-14,250
701,0.7951987934983047,250
702,1.1750440373855913,250
703,1.0894872756751826,250
704,0.881235266865134,250
705,0.9510565162951231,250
706,1.3726951490599486,250
707,1.8157044290573743,250
708,1.8483842040633922,250
709,1.3398321405060385,250
710,0.5877852522925331,250
711,0.05317346481289181,250
712,-0.05287698670440766,250
713,0.052876986704398304,250
714,-0.05317346481284696,250
715,-0.5877852522924332,250
716,-1.3398321405060192,250
717,-1.8483842040633565,250
718,-1.8157044290573823,250
719,-1.3726951490600203,250
720,-0.9510565162951612,250
721,-0.8812352668651173,250
722,-1.0894872756751763,250
723,-1.1750440373855946,250
724,-0.795198793498322,250
725,8.665728912237007e-18,250
726,0.7951987934982503,250
727,1.1750440373855813,250
728,1.0894872756752016,250
729,0.8812352668651308,250
730,0.9510565162951305,250
731,1.3726951490599626,250
732,1.815704429057349,250
733,1.8483842040633853,250
734,1.3398321405060192,250
735,0.5877852522925135,250
736,0.05317346481288315,250
737,-0.0528769867044058,250
738,0.05287698670440011,250
739,-0.05317346481285573,250
740,-0.5877852522924527,250
741,-1.3398321405059581,250
742,-1.8483842040633633,250
743,-1.815704429057374,250
744,-1.3726951490600063,250
745,-0.9510565162951539,250
746,-0.8812352668651205,250
747,-1.0894872756751826,250
748,-1.1750440373855913,250
749,-0.7951987934983047,250
750,-7.545557428530142e-14,250
751,0.7951987934982676,250
752,1.1750440373855846,250
753,1.0894872756751954,250
754,0.8812352668651275,250
755,0.9510565162951379,250
756,1.3726951490599766,250
757,1.815704429057357,250
758,1.8483842040633784,250
759,1.3398321405059996,250
760,0.5877852522924942,250
761,0.05317346481287433,250
762,-0.052876986704403994,250
763,0.05287698670440191,250
764,-0.053173464812864446,250
765,-0.587785252292472,250
766,-1.3398321405059777,250
767,-1.8483842040633702,250
768,-1.815704429057366,250
769,-1.3726951490599923,250
770,-0.9510565162951464,250
771,-0.8812352668651238,250
772,-1.0894872756751885,250
773,-1.1750440373855882,250
774,-0.7951987934982874,250
775,-5.1443831293101065e-14,250
776,0.7951987934982849,250
777,1.1750440373855877,250
778,1.0894872756751894,250
779,0.8812352668651243,250
780,0.9510565162951454,250
781,1.3726951490599903,250
782,1.815704429057365,250
783,1.8483842040633713,250
784,1.3398321405060605,250
785,0.5877852522924747,250
786,0.05317346481286567,250
787,-0.05287698670440219,250
788,0.05287698670440372,250
789,-0.053173464812873106,250
790,-0.5877852522924916,250
791,-1.339832140505997,250
792,-1.8483842040633773,250
793,-1.8157044290573916,250
794,-1.3726951490599784,250
795,-0.9510565162951391,250
796,-0.8812352668651269,250
797,-1.0894872756751945,250
798,-1.175044037385585,250
799,-0.79519879349827,250
800,-2.743208830090071e-14,250
801,0.7951987934983022,250
802,1.1750440373855908,250
803,1.0894872756751832,250
804,0.8812352668651209,250
805,0.9510565162951528,250
806,1.3726951490600043,250
807,1.8157044290573732,250
808,1.8483842040633642,250
809,1.3398321405060412,250
810,0.5877852522924554,250
811,0.05317346481285706,250
812,-0.05287698670440036,250
813,0.052876986704405576,250
814,-0.05317346481288193,250
815,-0.5877852522925109,250
816,-1.3398321405060165,250
817,-1.8483842040633842,250
818,-1.8157044290573834,250
819,-1.3726951490599646,250
820,-0.9510565162951315,250
821,-0.8812352668651302,250
822,-1.0894872756752008,250
823,-1.1750440373855817,250
824,-0.7951987934982527,250
825,-3.420345308700352e-15,250
826,0.7951987934983196,250
827,1.175044037385581,250
828,1.089487275675177,250
829,0.8812352668651178,250
830,0.9510565162951601,250
831,1.3726951490600183,250
832,1.8157044290573812,250
833,1.8483842040633862,250
834,1.3398321405061018,250
835,0.5877852522925164,250
836,0.0531734648129204,250
837,-0.052876986704406076,250
838,0.05287698670439983,250
839,-0.053173464812854565,250
840,-0.5877852522924498,250
841,-1.3398321405059557,250
842,-1.8483842040633625,250
843,-1.815704429057409,250
844,-1.3726951490600081,250
845,-0.9510565162951549,250
846,-0.88123526686512,250
847,-1.0894872756751814,250
848,-1.1750440373855917,250
849,-0.7951987934983071,250
850,-7.888458532291403e-14,250
851,0.7951987934982652,250
852,1.1750440373855708,250
853,1.0894872756751965,250
854,0.8812352668651279,250
855,0.9510565162951368,250
856,1.3726951490599746,250
857,1.8157044290573556,250
858,1.8483842040633793,250
859,1.3398321405060827,250
860,0.5877852522924969,250
861,0.05317346481291174,250
862,-0.05287698670440427,250
863,0.052876986704401635,250
864,-0.053173464812863225,250
865,-0.5877852522924693,250
866,-1.339832140505975,250
867,-1.8483842040633691,250
868,-1.8157044290574007,250
869,-1.3726951490599943,250
870,-0.9510565162951782,250
871,-0.8812352668651232,250
872,-1.0894872756751877,250
873,-1.1750440373855886,250
874,-0.7951987934982898,250
875,-5.487284233071366e-14,250
876,0.7951987934982825,250
877,1.175044037385574,250
878,1.08948727567519,250
879,0.8812352668651381,250
880,0.9510565162951441,250
881,1.3726951490599884,250
882,1.815704429057364,250
883,1.8483842040633722,250
884,1.3398321405060631,250
885,0.5877852522924777,250
886,0.053173464812903026,250
887,-0.05287698670440244,250
888,0.052876986704403495,250
889,-0.053173464812871885,250
890,-0.5877852522924887,250
891,-1.339832140505994,250
892,-1.8483842040633762,250
893,-1.815704429057393,250
894,-1.3726951490599804,250
895,-0.9510565162951707,250
896,-0.8812352668651267,250
897,-1.0894872756751939,250
898,-1.1750440373855855,250
899,-0.7951987934982725,250
900,-3.08610993385133e-14,250
901,0.7951987934982997,250
902,1.1750440373855773,250
903,1.089487275675184,250
904,0.8812352668651349,250
905,0.9510565162951516,250
906,1.3726951490600023,250
907,1.8157044290573716,250
908,1.8483842040633653,250
909,1.339832140506044,250
910,0.587785252292458,250
911,0.053173464812894256,250
912,-0.05287698670440061,250
913,0.052876986704397805,250
914,-0.05317346481288071,250
915,-0.5877852522925081,250
916,-1.3398321405060134,250
917,-1.8483842040633833,250
918,-1.8157044290573845,250
919,-1.3726951490599666,250
920,-0.9510565162951632,250
921,-0.8812352668651298,250
922,-1.0894872756751746,250
923,-1.1750440373855824,250
924,-0.7951987934982552,250
925,-6.849356346312941e-15,250
926,0.795198793498317,250
927,1.1750440373855806,250
928,1.0894872756751781,250
929,0.8812352668651318,250
930,0.951056516295159,250
931,1.3726951490599586,250
932,1.81570442905738,250
933,1.8483842040633585,250
934,1.3398321405060245,250
935,0.5877852522924387,250
936,0.05317346481288554,250
937,-0.05287698670439883,250
938,0.05287698670439955,250
939,-0.05317346481288926,250
940,-0.5877852522925275,250
941,-1.3398321405060327,250
942,-1.8483842040633902,250
943,-1.8157044290573765,250
944,-1.3726951490599524,250
945,-0.9510565162951559,250
946,-0.881235266865133,250
947,-1.0894872756751806,250
948,-1.175044037385579,250
949,-0.7951987934982379,250
950,1.716238664588742e-14,250
951,0.7951987934983343,250
952,1.1750440373855837,250
953,1.0894872756751721,250
954,0.8812352668651284,250
955,0.9510565162951666,250
956,1.3726951490599726,250
957,1.815704429057388,250
958,1.8483842040633516,250
959,1.3398321405060052,250
960,0.5877852522924997,250
961,0.05317346481291291,250
962,-0.05287698670440452,250
963,0.05287698670439389,250
964,-0.05317346481286189,250
965,-0.5877852522923861,250
966,-1.339832140505972,250
967,-1.8483842040633685,250
968,-1.8157044290574018,250
969,-1.3726951490599963,250
970,-0.9510565162951792,250
971,-0.8812352668651229,250
972,-1.0894872756751615,250
973,-1.175044037385589,250
974,-0.795198793498364,250
975,-5.830185336832625e-14,250
976,0.7951987934982798,250
977,1.1750440373855737,250
978,1.089487275675191,250
979,0.8812352668651386,250
980,0.9510565162951433,250
981,1.3726951490599286,250
982,1.8157044290573627,250
983,1.8483842040633733,250
984,1.339832140506066,250
985,0.5877852522924802,250
986,0.05317346481290425,250
987,-0.05287698670440266,250
988,0.05287698670439572,250
989,-0.05317346481287061,250
990,-0.5877852522924054,250
991,-1.3398321405059916,250
992,-1.8483842040633753,250
993,-1.8157044290573938,250
994,-1.3726951490599824,250
995,-0.9510565162951716,250
996,-0.8812352668651262,250
997,-1.0894872756751677,250
998,-1.175044037385586,250
999,-0.7951987934983468,250
